System,material_id,num__ElementProperty_MagpieData maximum NpValence,Shear Modulus Voigt,range oxidation state,Melting Point (K),num__ElementProperty_MagpieData avg_dev GSbandgap,num__ElementProperty_MagpieData mode NUnfilled,num__ElementProperty_MagpieData mean NUnfilled,num__DensityFeatures_vpa,num__ElementProperty_MagpieData mean NpUnfilled,num__ElementProperty_MagpieData range SpaceGroupNumber,spacegroup_num,crystal_system_int,density,natoms,structural complexity per atom,structural complexity per cell,mean absolute deviation in relative bond length,max relative bond length,min relative bond length,maximum neighbor distance variation,range neighbor distance variation,mean neighbor distance variation,avg_dev neighbor distance variation,mean absolute deviation in relative cell size,mean Average bond length,std_dev Average bond length,mean Average bond angle,std_dev Average bond angle,mean CN_VoronoiNN,std_dev CN_VoronoiNN,vpa,packing fraction,a,b,c,alpha,beta,gamma
LiF,mp-1138,5.0,50.976,2,1112.0,0.985,1.0,1.0,8.51107560207809,0.5,214.0,225.0,1.0,2.53043015349194,2.0,1.0,2.0,1.1102230246251563e-16,1.0000000000000002,1.0,2.175080396864621e-16,2.175080396864621e-16,1.0875401984323107e-16,1.0875401984323107e-16,2.087110735253588e-16,2.041714000504152,0.0,1.5707963267948966,0.0,6.0,0.0,8.511080937851721,0.7809612792273982,2.887419630000001,2.88741963,2.88741963,60.00000000000001,60.00000000000001,60.00000000000001
ScF3,mp-10694,5.0,54.342,4,1660.0,0.73875,1.0,3.0,16.476751453503546,0.75,179.0,221.0,1.0,2.5118235395444404,4.0,0.8112781244591328,3.245112497836532,0.1004486934356009,1.066965795623734,0.799102613128798,0.0957728539468067,0.0957728539468067,0.071829640460105,0.0359148202300524,0.25,2.034795,2.220446049250313e-16,2.748893571891069,0.6801747615878317,9.0,1.7320508075688772,16.849692556358022,0.2778697733350208,4.06959,4.06959,4.06959,90.0,90.0,90.0
YF3,mp-556242,5.0,49.611,4,1550.0,0.73875,1.0,3.0,13.015440224932078,0.75,179.0,221.0,1.0,4.653596060836104,12.0,1.188721875540867,14.264662506490405,0.0260807724151968,1.019560579311398,0.9515383105662316,0.0518428182282284,0.0312358729536953,0.0434384571408102,0.0114157559331385,0.1184717423693632,2.384271319808561,0.0929861529975453,1.679096950241978,0.3032001085684264,10.333333333333334,1.1055415967851332,13.01544022493208,0.4994034076408817,5.385343,5.385343,5.385343,90.0,90.0,90.0
Cr3N4,mp-1014460,3.0,141.618,9,2126.0,3.1528163265306124,3.0,4.285714285714286,8.894484785103291,1.7142857142857142,35.0,221.0,1.0,5.654536958664251,7.0,1.448815635725185,10.141709450076291,0.0782796918032918,1.0913263071038404,0.9315052696721192,0.1715728752538098,0.1715728752538098,0.0735312322516329,0.0840356940018659,0.1428571428571429,1.981723,2.220446049250313e-16,1.5707963267948966,0.0,8.571428571428571,2.9692299558323616,8.894484785103291,0.6277326094290551,3.963446,3.963446,3.963446,90.0,90.0,90.0
LaSe,mp-1008999,4.0,39.083,4,2203.0,0.3995,2.0,5.5,25.60634869120039,1.0,180.0,221.0,1.0,7.064148871160071,2.0,1.0,2.0,1.6653345369377348e-16,1.0000000000000002,1.0,0.0519815245204083,1.52655665885959e-16,0.0519815245204082,7.63278329429795e-17,0.0,3.2160528869350085,0.0,1.2309594173407747,0.0,14.0,0.0,25.606348691200388,0.7308730839333368,3.713578,3.713578,3.713578,90.0,90.0,90.0
Mn4N,mp-637576,3.0,9.676,0,1653.0,2.0598400000000003,5.0,4.6,16.2258853603426,0.6,23.0,221.0,1.0,4.784524697005247,5.0,1.3709505944546687,6.854752972273344,0.0841575821580916,1.1166715772118423,0.7896060446047711,0.1224077499274829,0.1224077499274827,0.0734446499564898,0.0587557199651917,0.15,0.0,0.0,0.0,0.0,12.0,3.0983866769659336,16.225885360342602,0.5808805713974283,4.329052,4.329052,4.329052,90.0,90.0,90.0
Mn3S,mp-975439,4.0,63.444,0,1586.0,0.82575,5.0,4.25,11.455737364957118,0.5,147.0,221.0,1.0,7.134536158907353,4.0,0.8112781244591328,3.245112497836532,0.0,1.0,1.0,1.4625463096249684e-17,1.4625463096249684e-17,1.0969097322187259e-17,5.4845486610936296e-18,3.876565913675039e-17,2.5303427256030955,0.0,1.4398966328953218,0.226724920529277,12.0,0.0,11.455737364957118,0.8439201672186011,3.578445,3.578445,3.578445,90.0,90.0,90.0
NbF3,mp-1795,5.0,44.854,4,1571.0,0.73875,1.0,2.5,18.456298279741663,0.75,214.0,221.0,1.0,3.371714060913276,4.0,0.8112781244591328,3.245112497836532,0.1004486934356009,1.0669657956237342,0.7991026131287983,0.0957728539468068,0.0957728539468068,0.071829640460105,0.0359148202300525,0.2499999999999998,2.097514,0.0,2.748893571891069,0.6801747615878317,9.0,1.7320508075688772,18.456298279741663,0.1942541056648784,4.195028,4.195028,4.195028,90.0,90.0,90.0
NaCl,mp-22862,5.0,14.526,2,1067.0,1.2465,1.0,1.0,21.812662732751388,0.5,165.0,225.0,1.0,2.1053060566571955,2.0,1.0,2.0,5.551115123125783e-17,1.0,1.0,1.5604816782969875e-16,1.040321118864658e-16,1.0403211188646584e-16,5.2016055943232905e-17,0.0,2.8458469972855687,0.0,1.5707963267948966,0.0,6.0,0.0,23.048074100267183,0.6208287632754719,4.02463542,4.02463542,4.02463542,60.00000000000001,60.00000000000001,60.00000000000001
Ge3N2,mp-971694,3.0,52.729,5,1296.0,2.90592,4.0,3.6,17.801822962487964,3.6,31.0,221.0,1.0,4.588092048780389,20.0,0.9709505944546686,19.41901188909337,0.0356224664426177,1.0445280830532724,0.9703146112978184,0.3159755330493901,0.146916549880208,0.2278256031212653,0.0705199439424997,0.0634688253109109,1.87265131435752,1.5700924586837752e-16,2.036529205224676,0.0444114999582702,8.4,0.4898979485566356,17.801822962487964,0.3015914233358654,7.087583,7.087583,7.087583,90.0,90.0,90.0
Ca3P2,mp-1013547,3.0,30.824,5,1873.0,0.78,0.0,1.2,29.94425819999999,1.2,223.0,221.0,1.0,2.0205511918054264,5.0,1.3709505944546687,6.854752972273344,0.0841575821580914,1.116671577211842,0.7896060446047714,0.122407749927483,0.1224077499274829,0.0734446499564898,0.0587557199651917,0.1500000000000001,0.0,0.0,0.0,0.0,12.0,3.0983866769659336,29.94425819999999,0.545444494146898,5.31,5.31,5.31,90.0,90.0,90.0
KI,mp-22898,5.0,6.271,2,952.0,0.531,1.0,1.0,44.45349350072201,0.5,165.0,225.0,1.0,2.972225264183136,2.0,1.0,2.0,0.0,1.0,1.0,1.4421134963319672e-16,2.0601621376170964e-17,1.3391053894511123e-16,1.0300810688085482e-17,3.830694376001348e-16,3.592672001726703,0.0,1.5707963267948966,0.0,6.0,0.0,46.37166698885783,0.6048550986530004,5.08080547,5.080805469999999,5.080805469999999,60.00000000000001,60.00000000000001,59.99999999999999
KBr,mp-23251,5.0,8.148,2,1016.0,0.7285,1.0,1.0,35.75894835064599,0.5,165.0,225.0,1.0,2.6244723873871334,2.0,1.0,2.0,0.0,1.0,1.0,6.625155529538079e-17,6.625155529538079e-17,3.31257776476904e-17,3.31257776476904e-17,1.8873731026609768e-16,3.351537996882509,0.0,1.5707963267948966,0.0,6.0,0.0,37.64717928629573,0.6769811891567807,4.73979049,4.73979049,4.73979049,59.99999999999999,59.99999999999999,59.99999999999999
TiF3,mp-246,5.0,46.547,4,1707.0,0.73875,1.0,2.75,15.05576360208292,0.75,179.0,221.0,1.0,2.8243455697091604,4.0,0.8112781244591328,3.245112497836532,0.1004486934356009,1.066965795623734,0.7991026131287983,0.0957728539468067,0.0957728539468066,0.071829640460105,0.0359148202300524,0.25,1.975241,1.1102230246251563e-16,2.748893571891069,0.6801747615878317,9.0,1.7320508075688772,15.413109742037843,0.2119111079365056,3.950482,3.950482,3.950482,90.0,90.0,90.0
Ti3N,mp-980941,3.0,0.782,0,2208.0,2.413875,8.0,6.75,12.63150891221531,0.75,0.0,221.0,1.0,5.179779800525601,4.0,0.8112781244591328,3.245112497836532,1.1102230246251563e-16,1.0000000000000002,0.9999999999999998,2.972931205388081e-16,2.40665859483797e-16,1.3802894882158946e-16,7.963208585860932e-17,2.8125805899284502e-16,2.6141073020092342,0.0,1.4398966328953218,0.2267249205292771,12.0,0.0,12.631508912215311,0.7052298289029552,3.696906,3.696906,3.696906,90.0,90.0,90.0
TaF3,mp-8338,5.0,42.35,4,2119.0,0.73875,1.0,2.5,18.08422164485324,0.75,214.0,221.0,1.0,5.462134303295647,4.0,0.8112781244591328,3.245112497836532,0.1004486934356009,1.066965795623734,0.7991026131287983,0.0957728539468066,0.0957728539468064,0.071829640460105,0.0359148202300524,0.2499999999999999,2.083323,0.0,2.748893571891069,0.6801747615878317,9.0,1.7320508075688772,18.08422164485324,0.198250817017375,4.166646,4.166646,4.166646,90.0,90.0,90.0
Nb4C3,mp-15660,2.0,129.398,9,3444.0,2.202122448979592,7.0,5.714285714285714,12.765792425292489,1.7142857142857142,35.0,221.0,1.0,7.575282558838376,7.0,1.448815635725185,10.141709450076291,0.0782796918032919,1.0913263071038408,0.9315052696721194,0.1715728752538099,0.1715728752538099,0.0735312322516328,0.084035694001866,0.1428571428571428,2.235383,0.0,1.5707963267948966,0.0,8.571428571428571,2.9692299558323607,12.765792425292489,0.6198537178517952,4.470766,4.470766,4.470766,90.0,90.0,90.0
KCl,mp-23193,5.0,9.891,2,1047.0,1.2465,1.0,1.0,31.01452780167213,0.5,165.0,225.0,1.0,1.9035703772586348,2.0,1.0,2.0,1.6653345369377348e-16,1.0000000000000002,1.0,1.391345844159248e-16,2.3189097402654148e-17,1.275400357145977e-16,1.1594548701327074e-17,4.3703359380585724e-16,3.191795998919404,3.1401849173675503e-16,1.5707963267948966,0.0,6.0,0.0,32.516618668712375,0.7502475703646705,4.51388119,4.51388119,4.51388119,60.00000000000001,60.00000000000001,60.00000000000001
KF,mp-463,5.0,17.521,2,1121.0,0.985,1.0,1.0,18.702759347064404,0.5,214.0,225.0,1.0,2.418273239373728,2.0,1.0,2.0,0.0,1.0,1.0,5.4583397192235115e-17,1.232595164407831e-32,5.4583397192235115e-17,6.162975822039155e-33,8.905637211695011e-17,2.7119920018050068,0.0,1.5707963267948966,0.0,6.0,0.0,19.94643164969164,1.1311756826655612,3.83533587,3.83533587,3.83533587,60.00000000000001,60.00000000000001,60.00000000000001
W3N4,mp-8102,3.0,75.292,9,2978.0,3.1528163265306124,3.0,4.285714285714286,10.791985164384474,1.7142857142857142,35.0,221.0,1.0,13.354555846770944,7.0,1.448815635725185,10.141709450076291,0.078279691803292,1.0913263071038408,0.9315052696721194,0.1715728752538099,0.1715728752538098,0.0735312322516329,0.0840356940018659,0.1428571428571429,2.1136665000000003,2.9072463135014863e-16,1.5707963267948966,0.0,8.571428571428571,2.9692299558323607,10.791985164384474,0.4701818671016051,4.227333,4.227333,4.227333,90.0,90.0,90.0
Fe4N,mp-535,3.0,59.697,0,1849.0,2.0598400000000003,4.0,3.8,9.915885078756094,0.6,35.0,221.0,1.0,7.950674696125407,5.0,1.3709505944546687,6.854752972273344,0.0841575821580915,1.1166715772118423,0.7896060446047711,0.122407749927483,0.122407749927483,0.0734446499564898,0.0587557199651918,0.1499999999999999,1.9890050180323853,0.3043370360647712,2.4085543677521746,0.912925659917846,12.0,3.0983866769659336,9.915885078756094,0.950525493658438,3.673673,3.673673,3.673673,90.0,90.0,90.0
Ti2C,mp-10721,2.0,90.768,6,2514.0,1.9982222222222223,8.0,6.666666666666667,13.36704332152727,1.3333333333333333,0.0,227.0,1.0,4.439769170008579,12.0,0.9182958340544896,11.019550008653876,0.1081731881990505,1.0811301579972683,0.8377393174391261,0.1770155487377366,0.1770155487377364,0.1180101268335042,0.0786729742706425,0.1996565980594176,2.1085915327043696,1.2268763872240922e-06,1.5867672151525192,0.0469287720575725,12.0,4.242640687119285,13.432701404965329,0.6061038393731913,6.10876195,6.108761949999999,6.108761949999999,60.00000000000001,60.00000000000001,60.00000000000001
Ni3S4,mp-1050,4.0,45.045,6,1227.0,1.078530612244898,2.0,2.0,14.771815952990773,1.1428571428571428,155.0,227.0,1.0,4.84348850074668,14.0,1.3787834934861751,19.30296890880645,0.0581801551169917,1.0509078823779952,0.9139234450443344,0.1904295473950949,0.1904295473950947,0.1336177959376386,0.0763526466310732,0.1146595168599305,2.24861225267037,0.0328107630653815,1.7092858866196234,0.1406764765336205,15.428571428571429,5.972727131533393,14.905690494523856,0.4569026357221853,6.65781481,6.657814809999999,6.657814809999999,60.00000000000001,60.00000000000001,59.99999999999999
CrN2,mp-1014264,3.0,24.625,9,2121.0,2.8608888888888893,3.0,4.0,8.74520468062809,2.0,35.0,225.0,1.0,5.064066671260217,3.0,0.9182958340544896,2.7548875021634687,0.0372571044448607,1.0279428283336458,0.9441143433327088,0.0694883006156828,0.0694883006156826,0.0463255337437886,0.0308836891625256,0.1041666666666666,2.0424481669049586,2.5639502485114184e-16,1.6840752966129369,0.320401310896651,9.333333333333334,0.9428090415820634,8.74520465767732,0.5258018110836903,3.33530389,3.33530389,3.33530389,60.00000000000001,60.00000000000001,60.00000000000001
LaS,mp-2350,4.0,47.039,4,2429.0,1.101,2.0,5.5,25.453634359917256,1.0,124.0,225.0,1.0,5.59898107398418,2.0,1.0,2.0,1.6653345369377348e-16,1.0000000000000002,1.0,3.0233596766955154e-16,2.5194663972462616e-16,1.7636264780723836e-16,1.2597331986231308e-16,2.1019397644207527e-16,2.937720002506913,0.0,1.5707963267948966,0.0,6.0,0.0,25.353107678941136,0.6951444852612642,4.15456347,4.154563469999999,4.154563469999999,60.00000000000001,60.00000000000001,59.99999999999999
ScO,mp-644481,4.0,108.693,4,2699.0,0.0,2.0,5.5,11.06574935996848,1.0,182.0,225.0,1.0,4.503341436560287,2.0,1.0,2.0,1.1102230246251563e-16,1.0000000000000002,1.0,1.982614578346736e-16,1.982614578346736e-16,9.91307289173368e-17,9.91307289173368e-17,2.37096800749682e-16,2.2399170000070314,0.0,1.5707963267948966,0.0,6.0,0.0,11.238174663999343,0.8036030718093126,3.167721,3.167721,3.167721,60.00000000000001,60.00000000000001,59.99999999999999
YSe,mp-2637,4.0,41.109,0,2433.0,0.3995,2.0,5.5,23.847670255301782,1.0,180.0,225.0,1.0,5.766919496986607,2.0,1.0,2.0,0.0,1.0,1.0,1.0239995728697814e-16,1.0239995728697814e-16,5.119997864348907e-17,5.119997864348907e-17,1.4700179855780626e-16,2.8912069992730736,3.1401849173675503e-16,1.5707963267948966,0.0,6.0,0.0,24.16782456850995,0.6372036235555493,4.08878415,4.08878415,4.08878415,60.00000000000001,60.00000000000001,60.00000000000001
LaP,mp-2384,3.0,46.824,6,2727.0,0.8125,3.0,6.0,27.90774606232749,1.5,192.0,225.0,1.0,5.093164707628906,2.0,1.0,2.0,0.0,1.0,1.0,9.785621370332716e-17,3.697785493223493e-32,9.785621370332714e-17,1.8488927466117464e-32,6.4144370840052e-17,3.0254540006109907,0.0,1.5707963267948966,1.5700924586837752e-16,6.0,0.0,27.69310566362413,0.6364065194176031,4.27863808,4.27863808,4.27863808,60.00000000000001,60.00000000000001,59.99999999999999
LiCl,mp-22905,5.0,21.222,2,883.0,1.2465,1.0,1.0,16.428175780340013,0.5,165.0,225.0,1.0,2.058243573252024,2.0,1.0,2.0,1.1102230246251563e-16,1.0000000000000002,1.0,1.1491323598212282e-16,1.1491323598212282e-16,5.745661799106141e-17,5.745661799106141e-17,2.0774639001336807e-16,2.576373998200116,0.0,1.5707963267948966,0.0,6.0,0.0,17.101205361844748,0.4958375852467954,3.64354305,3.64354305,3.64354305,60.00000000000001,60.00000000000001,60.00000000000001
Li3C,mp-976060,2.0,40.043,4,1009.0,1.6860000000000002,1.0,1.75,9.199297019978916,1.0,35.0,225.0,1.0,1.4816795426629836,4.0,1.5,6.0,0.0,1.0,1.0,0.0519815245204083,2.0816681711721685e-17,0.0519815245204083,5.204170427930421e-18,0.0,2.3241543147843577,0.0656358609330483,1.5018856269908305,0.4202046848492491,14.0,0.0,9.199296998401168,1.0801615237922653,3.73344602,3.73344602,3.73344602,60.00000000000001,60.00000000000001,60.00000000000001
SnP,mp-475,3.0,34.974,6,839.0,0.8125,3.0,3.5,21.469568752146856,3.5,139.0,225.0,1.0,5.684714511602443,2.0,1.0,2.0,1.1102230246251563e-16,1.0000000000000002,1.0,1.5882121447226856e-16,1.5882121447226856e-16,7.941060723613428e-17,7.941060723613428e-17,5.687784416769905e-16,2.796158002730826,0.0,1.5707963267948966,0.0,6.0,0.0,21.861760159438862,0.3878654010283633,3.95436457,3.95436457,3.954364569999999,60.00000000000001,60.00000000000001,60.00000000000001
Mo3I,mp-975905,5.0,21.826,0,1663.0,0.39825,6.0,4.75,17.404608291734938,0.25,165.0,225.0,1.0,9.892009103382778,4.0,1.5,6.0,5.551115123125783e-17,1.0,1.0,0.0519815245204083,8.326672684688674e-17,0.0519815245204083,3.642919299551295e-17,0.0,2.8745387286276145,0.0811791295606672,1.5018856269908305,0.4202046848492491,14.0,0.0,17.40460825705278,0.7153880052995835,4.61756567,4.617565669999999,4.617565669999999,60.00000000000001,59.99999999999999,59.99999999999999
Na2S,mp-648,4.0,19.193,3,1432.0,0.9786666666666668,1.0,1.3333333333333333,22.867559900045947,0.6666666666666666,159.0,225.0,1.0,1.8269983844374968,3.0,0.9182958340544896,2.7548875021634687,0.0372571044448609,1.0279428283336458,0.9441143433327086,0.0694883006156827,0.0694883006156826,0.0463255337437885,0.0308836891625256,0.1041666666666668,2.845368032478812,4.440892098500626e-16,1.6840752966129369,0.320401310896651,9.333333333333334,0.9428090415820634,23.64461188390996,0.7478354816996451,4.6464665400000005,4.64646654,4.64646654,60.00000000000001,60.00000000000001,60.00000000000001
K2S,mp-1022,4.0,9.905,3,1193.0,0.9786666666666668,1.0,1.3333333333333333,33.95902569497368,0.6666666666666666,159.0,225.0,1.0,1.7608207501998374,3.0,0.9182958340544896,2.7548875021634687,0.0372571044448607,1.0279428283336456,0.9441143433327088,0.0694883006156827,0.0694883006156827,0.0463255337437885,0.0308836891625256,0.1041666666666668,3.232263149223902,4.440892098500626e-16,1.6840752966129369,0.3204013108966511,9.333333333333334,0.9428090415820634,34.66067199857121,0.8981674909031122,5.278263619999999,5.278263619999999,5.278263619999999,60.00000000000001,60.00000000000001,60.00000000000001
TiC,mp-631,2.0,172.893,8,3229.0,2.248,4.0,6.0,10.157953628485911,2.0,0.0,225.0,1.0,4.879906960943787,2.0,1.0,2.0,1.1102230246251563e-16,1.0000000000000002,1.0,2.04854731931373e-16,2.04854731931373e-16,1.0242736596568652e-16,1.0242736596568652e-16,8.718214576500508e-17,2.1678250029334643,0.0,1.5707963267948966,0.0,6.0,0.0,10.187618254936783,0.6346328964529808,3.06576752,3.06576752,3.06576752,60.00000000000001,60.00000000000001,60.00000000000001
SnF3,mp-8289,5.0,23.513,4,935.0,0.73875,1.0,1.75,20.56368890778728,1.75,126.0,225.0,1.0,3.4240989379120093,8.0,1.061278124459133,8.490224995673064,0.0996281240723931,1.0664187493815955,0.7322225075214593,0.1163362347401658,0.1163362347401658,0.0872521760551243,0.0436260880275621,0.244508074612,2.200218501496105,0.0941385488050121,2.7488935639885352,0.6801747570253015,9.0,1.7320508075688772,21.302345913674085,0.1683012627221533,6.223157690000001,6.22315769,6.22315769,60.00000000000001,60.00000000000001,59.99999999999999
Li2Se,mp-2286,4.0,27.082,3,1566.0,0.3551111111111111,1.0,1.3333333333333333,17.572230865512147,0.6666666666666666,215.0,225.0,1.0,2.8269223135736583,3.0,0.9182958340544896,2.7548875021634687,0.0372571044448609,1.0279428283336458,0.9441143433327086,0.0694883006156827,0.0694883006156825,0.0463255337437885,0.0308836891625255,0.1041666666666666,2.6066368735821945,3.6259732146947156e-16,1.6840752966129369,0.320401310896651,9.333333333333334,0.9428090415820634,18.17851694655504,0.5851362439274901,4.25662019,4.25662019,4.25662019,60.00000000000001,60.00000000000001,60.00000000000001
K2O,mp-971,4.0,14.745,3,951.0,0.0,1.0,1.3333333333333333,21.60016275042653,0.6666666666666666,217.0,225.0,1.0,2.2911758340029955,3.0,0.9182958340544896,2.7548875021634687,0.037257104444861,1.0279428283336458,0.9441143433327086,0.0694883006156827,0.0694883006156825,0.0463255337437885,0.0308836891625255,0.1041666666666666,2.809279889933842,4.440892098500626e-16,1.6840752966129369,0.320401310896651,9.333333333333334,0.9428090415820634,22.75631185968527,1.3199159196061852,4.58753485,4.58753485,4.58753485,60.00000000000001,60.00000000000001,60.00000000000001
GeC,mp-1002165,2.0,97.569,8,1510.0,2.0565,4.0,4.0,10.553249043996674,4.0,31.0,225.0,1.0,6.659834874228227,2.0,1.0,2.0,0.0,1.0,1.0,1.349740355655197e-16,0.0,1.349740355655197e-16,0.0,8.416160895371866e-17,2.1934550003853186,3.1401849173675503e-16,1.5707963267948966,0.0,6.0,0.0,10.553249049558255,0.4556883791806158,3.1020138100000003,3.10201381,3.10201381,60.00000000000001,60.00000000000001,60.00000000000001
Na3C,mp-977200,2.0,5.34,4,894.0,1.6860000000000002,1.0,1.75,18.50554932507443,1.0,35.0,225.0,1.0,1.8166235162059496,4.0,1.5,6.0,1.9428902930940242e-16,1.0000000000000002,1.0,0.0519815245204083,1.9428902930940242e-16,0.0519815245204082,6.418476861114186e-17,4.799524743457538e-17,2.8860772905166487,2.220446049250313e-16,1.5707963267948963,0.339836909454122,14.0,0.0,18.505549344460483,1.0094786578917816,4.71294448,4.712944479999999,4.712944479999999,60.00000000000001,60.00000000000001,59.99999999999999
GeSe,mp-700,4.0,16.523,4,1088.0,0.208,2.0,3.0,24.85448015398748,3.0,211.0,62.0,5.0,5.121945689332503,8.0,1.0,8.0,0.0074846217636134,1.0074846217636135,0.9925153782363864,0.1659659740458973,0.0107101404880873,0.1606109038018536,0.0053550702440436,0.0130400325758313,2.6004714667471776,3.8459253727671276e-16,1.6695050367318065,0.0528952403443017,15.0,0.0,24.57442285929497,0.2960772925318949,11.142221,4.549869,3.877954,90.0,90.0,90.0
Cu2Se,mp-1021499,4.0,27.968,3,1377.0,0.3551111111111111,1.0,1.3333333333333333,17.199577357730437,0.6666666666666666,211.0,96.0,4.0,6.631120117152095,12.0,0.9182958340544896,11.019550008653876,0.0481056627416622,1.0360792470562468,0.9278415058875064,0.1408830582237399,0.0556424215024706,0.122335584389583,0.024729965112209,0.0818821888743735,2.4181997153568555,2.5639502485114184e-16,1.7817385838675337,0.3621452882292463,14.0,2.8284271247461903,17.199577357730437,0.5229317585678864,11.339949,4.266227,4.266227,90.0,90.0,90.0
YP,mp-994,3.0,61.317,6,2697.0,0.8125,3.0,6.0,22.92340400001054,1.5,192.0,225.0,1.0,4.3458114486561605,2.0,1.0,2.0,0.0,1.0,1.0,1.0425121235273279e-16,1.232595164407831e-32,1.0425121235273278e-16,6.162975822039155e-33,2.3267939365555913e-16,2.839865998216512,0.0,1.5707963267948966,0.0,6.0,0.0,22.903061738632086,0.6247595846722336,4.01617701,4.01617701,4.01617701,60.00000000000001,60.00000000000001,60.00000000000001
VC,mp-1282,2.0,211.162,8,2808.0,2.248,4.0,5.5,9.01154667011013,2.0,35.0,225.0,1.0,5.800035750287246,2.0,1.0,2.0,0.0,1.0,1.0,7.113486652309214e-17,7.113486652309214e-17,3.556743326154607e-17,3.556743326154607e-17,0.0,2.080973000330765,3.1401849173675503e-16,1.5707963267948966,0.0,6.0,0.0,9.011546674407215,0.6515390844999144,2.94294024,2.9429402399999995,2.942940239999999,60.00000000000002,60.00000000000001,60.00000000000001
YS,mp-1534,4.0,52.047,0,2488.0,1.101,2.0,5.5,21.08166735986675,1.0,124.0,225.0,1.0,4.722344290515858,2.0,1.0,2.0,1.1102230246251563e-16,1.0000000000000002,1.0,1.3356979159546414e-16,1.3356979159546414e-16,6.678489579773207e-17,6.678489579773207e-17,1.6703905637131278e-16,2.7706439990753573,3.1401849173675503e-16,1.5707963267948966,0.0,6.0,0.0,21.26876046822929,0.6727663965619707,3.91828232,3.91828232,3.91828232,60.00000000000001,60.00000000000001,60.00000000000001
NiCl,mp-1021674,5.0,2.384,2,1153.0,1.2465,1.0,1.5,15.231488014311395,0.5,161.0,225.0,1.0,5.131927122031551,2.0,1.0,2.0,0.0,1.0,1.0,1.1943497361039215e-16,5.971748680519604e-17,8.957623020779413e-17,2.985874340259802e-17,2.9155996450777136e-16,2.478833998818036,0.0,1.5707963267948966,0.0,6.0,0.0,15.23148799252325,0.4758164439351831,3.50560066,3.50560066,3.50560066,60.00000000000001,60.00000000000001,60.00000000000001
NaI,mp-23268,5.0,8.497,2,964.0,0.531,1.0,1.0,33.344481388298945,0.5,165.0,225.0,1.0,3.5723688422438813,2.0,1.0,2.0,1.1102230246251563e-16,1.0000000000000002,1.0,9.064900621345964e-17,1.232595164407831e-32,9.064900621345964e-17,6.162975822039155e-33,3.059382079432818e-16,3.2659980026280304,0.0,1.5707963267948966,0.0,6.0,0.0,34.837561179600755,0.5155795006867897,4.61881867,4.61881867,4.61881867,60.00000000000001,60.00000000000001,60.00000000000001
K2Se,mp-8426,4.0,8.723,3,1134.0,0.3551111111111111,1.0,1.3333333333333333,37.62959095046483,0.6666666666666666,215.0,225.0,1.0,2.2362258079905217,3.0,0.9182958340544896,2.7548875021634687,0.0372571044448609,1.0279428283336458,0.9441143433327086,0.0694883006156827,0.0694883006156826,0.0463255337437885,0.0308836891625256,0.1041666666666664,3.358994708690357,0.0,1.6840752966129369,0.320401310896651,9.333333333333334,0.9428090415820634,38.89957039239662,0.8189902145424618,5.48521539,5.48521539,5.48521539,60.00000000000001,60.00000000000001,59.99999999999999
ScSe,mp-1782,4.0,47.753,4,2471.0,0.3995,2.0,5.5,20.434968805610698,1.0,180.0,225.0,1.0,5.002106951246477,2.0,1.0,2.0,1.6653345369377348e-16,1.0000000000000002,1.0,3.5118119852189633e-16,3.5118119852189633e-16,1.7559059926094814e-16,1.7559059926094814e-16,8.636484805865743e-17,2.7398769981374045,0.0,1.5707963267948966,0.0,6.0,0.0,20.568053778011407,0.5719527777261656,3.87477121,3.87477121,3.87477121,60.00000000000001,60.00000000000001,60.00000000000001
ScS,mp-1476,4.0,61.26,4,2515.0,1.101,2.0,5.5,17.754771799086516,1.0,124.0,225.0,1.0,3.5932586270098485,2.0,1.0,2.0,1.1102230246251563e-16,1.0000000000000002,1.0,2.2679276691562696e-16,2.2679276691562696e-16,1.1339638345781348e-16,1.1339638345781348e-16,0.0,2.610836996785857,0.0,1.5707963267948966,0.0,6.0,0.0,17.79669160341432,0.5997203120465429,3.69228109,3.69228109,3.69228109,60.00000000000001,60.00000000000001,60.00000000000001
NaBr,mp-22916,5.0,11.492,2,1038.0,0.7285,1.0,1.0,25.974894959260983,0.5,165.0,225.0,1.0,3.1207986502188856,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.542404759093964e-16,3.013798002932436,0.0,1.5707963267948966,0.0,6.0,0.0,27.374262170071283,0.5625658617877287,4.26215401,4.262154009999999,4.262154009999999,60.00000000000001,60.00000000000001,59.99999999999999
NaF,mp-682,5.0,30.481,2,1275.0,0.985,1.0,1.0,11.944513130030131,0.5,214.0,225.0,1.0,2.6926725371491003,2.0,1.0,2.0,0.0,1.0,1.0,1.8912519072205314e-16,0.0,1.8912519072205314e-16,0.0,0.0,2.3481229980765286,0.0,1.5707963267948966,0.0,6.0,0.0,12.946802602130315,0.9636596778654344,3.32074739,3.32074739,3.32074739,60.00000000000001,60.00000000000001,60.00000000000001
